Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
35,16151.0,40130,778.0,59,3,11.35,24,0.28,Bachelor's,Full-time,Single,No,No,Home,Yes,1
34,18238.0,182244,638.0,26,2,4.47,48,0.45,Bachelor's,Full-time,Single,No,No,Education,No,1
55,80397.0,51332,501.0,0,2,18.8,12,0.12,Master's,Full-time,Divorced,No,No,Education,No,1
31,51866.0,25246,658.0,46,3,21.08,48,0.1,High School,Full-time,Married,No,No,Business,No,1
40,125740.0,31222,691.0,99,2,14.93,24,0.05,PhD,Full-time,Divorced,Yes,No,Education,No,0
42,29347.0,61971,664.0,1,4,6.85,48,0.14,Bachelor's,Full-time,Married,No,No,Business,No,1
32,23369.0,31101,682.0,49,1,18.87,24,0.25,Bachelor's,Full-time,Married,No,No,Home,No,1
63,43891.0,51376,668.0,38,3,2.97,60,0.05,High School,Part-time,Married,Yes,Yes,Education,No,1
39,42013.0,24225,632.0,15,2,9.56,24,0.06,High School,Part-time,Divorced,No,No,Education,No,1
20,46293.0,30472,674.0,30,2,10.6,36,0.07,Bachelor's,Part-time,Married,No,No,Auto,Yes,1
36,29944.0,78395,646.0,5,2,9.29,48,0.24,High School,Self-employed,Married,Yes,No,Business,No,1
61,15207.0,57713,676.0,38,2,22.79,36,0.86,Bachelor's,Part-time,Single,No,No,Education,No,1
51,16248.0,10888,693.0,26,1,20.31,36,0.14,High School,Full-time,Married,No,No,Home,No,1
52,53154.0,222122,709.0,2,2,13.67,60,0.57,High School,Self-employed,Divorced,No,Yes,Education,No,1
67,40927.0,8035,617.0,60,1,22.57,12,0.05,PhD,Part-time,Single,Yes,Yes,Home,Yes,1
18,75215.0,10194,717.0,4,2,5.43,36,0.05,High School,Full-time,Married,Yes,No,Auto,No,0
69,27504.0,77516,697.0,17,1,4.12,36,0.12,High School,Self-employed,Single,Yes,No,Other,Yes,1
38,74148.0,78863,764.0,4,3,10.46,36,0.11,High School,Self-employed,Married,No,No,Auto,Yes,1
46,34398.0,6147,676.0,31,1,23.8,24,0.05,Master's,Full-time,Divorced,No,Yes,Other,No,1
23,18559.0,66759,745.0,40,2,21.88,12,0.79,High School,Full-time,Single,Yes,No,Business,Yes,1
54,148444.0,7029,471.0,88,2,6.88,24,0.05,High School,Unemployed,Single,No,No,Education,Yes,0
18,40105.0,199298,570.0,8,2,22.46,12,0.95,High School,Self-employed,Married,No,No,Business,No,1
68,49749.0,76471,754.0,13,4,15.88,24,0.24,Bachelor's,Full-time,Married,No,No,Business,Yes,1
18,53887.0,17390,688.0,14,1,8.8,24,0.05,Bachelor's,Part-time,Married,No,Yes,Auto,No,0
44,30752.0,15325,570.0,3,2,19.98,24,0.1,Bachelor's,Self-employed,Married,Yes,No,Education,No,1
38,63175.0,55591,675.0,49,2,20.85,36,0.18,High School,Full-time,Married,No,Yes,Education,No,1
33,86479.0,65228,750.0,2,2,2.01,48,0.05,Bachelor's,Full-time,Divorced,Yes,No,Business,No,0
61,32139.0,111755,555.0,12,1,4.96,36,0.17,Bachelor's,Self-employed,Single,No,No,Education,No,1
57,52450.0,145181,683.0,6,3,18.49,48,0.51,Bachelor's,Self-employed,Single,No,Yes,Auto,No,1
43,64532.0,34907,846.0,32,1,15.47,12,0.08,Master's,Self-employed,Married,No,Yes,Business,Yes,0
33,22380.0,116506,591.0,70,2,7.75,36,0.4,Master's,Full-time,Married,No,Yes,Education,No,1
45,29152.0,51902,582.0,41,1,8.04,36,0.14,Master's,Full-time,Single,No,Yes,Auto,No,1
18,19031.0,43158,451.0,44,4,4.44,12,0.1,Bachelor's,Full-time,Divorced,Yes,Yes,Other,Yes,1
53,47263.0,77032,628.0,2,3,11.4,60,0.19,High School,Self-employed,Married,No,No,Other,Yes,1
27,71494.0,11535,738.0,40,2,3.35,24,0.05,High School,Full-time,Married,No,Yes,Education,No,0
60,48031.0,23504,616.0,1,3,17.04,48,0.08,High School,Full-time,Married,No,Yes,Other,Yes,1
34,21936.0,106818,850.0,19,2,7.4,36,0.36,Bachelor's,Full-time,Single,Yes,Yes,Education,No,1
40,42666.0,47080,850.0,35,2,21.39,36,0.24,High School,Unemployed,Divorced,Yes,Yes,Business,Yes,1
24,78049.0,148186,813.0,8,1,4.09,48,0.08,High School,Full-time,Divorced,Yes,No,Other,No,1
61,27620.0,10573,598.0,34,2,17.22,36,0.07,Bachelor's,Part-time,Married,No,Yes,Auto,Yes,1
24,77568.0,27561,686.0,63,2,21.15,12,0.08,Bachelor's,Self-employed,Single,No,No,Education,Yes,0
61,68737.0,31361,610.0,63,1,17.49,36,0.08,High School,Self-employed,Married,Yes,No,Business,Yes,1
32,15769.0,37965,604.0,6,2,22.38,24,0.54,Bachelor's,Full-time,Single,No,No,Business,No,1
51,24580.0,264743,689.0,9,2,9.23,36,0.95,Bachelor's,Full-time,Single,No,Yes,Education,No,1
63,42403.0,27321,570.0,32,3,4.97,36,0.05,Bachelor's,Self-employed,Married,Yes,No,Other,No,1
62,59257.0,48873,499.0,55,2,9.69,48,0.08,High School,Full-time,Married,Yes,No,Auto,No,1
21,89364.0,51081,541.0,18,4,15.12,48,0.09,High School,Part-time,Single,Yes,Yes,Education,No,1
31,50859.0,93389,682.0,76,2,22.81,60,0.42,Bachelor's,Unemployed,Single,No,Yes,Business,No,1
31,31750.0,48772,821.0,25,4,8.5,36,0.13,Bachelor's,Full-time,Divorced,Yes,Yes,Other,No,1
33,22143.0,60844,739.0,9,2,17.08,36,0.47,Bachelor's,Full-time,Single,Yes,Yes,Home,No,1
24,64954.0,88981,650.0,0,3,4.21,36,0.06,High School,Full-time,Single,No,No,Education,No,1
49,23107.0,11397,724.0,49,4,7.9,48,0.05,High School,Full-time,Married,No,Yes,Business,No,0
36,56609.0,203580,654.0,2,3,5.52,60,0.2,Master's,Unemployed,Married,No,No,Education,Yes,1
19,21997.0,117366,750.0,2,2,12.53,12,0.67,Bachelor's,Full-time,Single,No,No,Home,No,1
27,18341.0,34537,724.0,45,1,22.61,24,0.43,Bachelor's,Full-time,Married,No,No,Other,Yes,1
67,25120.0,83209,456.0,0,4,22.13,12,0.73,High School,Unemployed,Married,Yes,Yes,Business,No,1
34,26738.0,91211,604.0,55,3,11.4,36,0.39,Bachelor's,Self-employed,Single,No,No,Auto,No,1
54,51465.0,118925,717.0,27,3,20.87,48,0.48,Master's,Full-time,Single,No,No,Other,No,1
29,21139.0,17518,729.0,30,2,11.49,36,0.1,High School,Full-time,Married,No,No,Other,No,1
23,108227.0,77983,620.0,83,2,11.0,48,0.08,Master's,Self-employed,Married,No,No,Home,No,0
39,43288.0,7034,478.0,60,1,21.46,48,0.05,High School,Full-time,Married,No,Yes,Business,No,1
49,38631.0,12369,677.0,2,1,2.67,24,0.05,High School,Self-employed,Single,No,No,Home,Yes,0
58,34963.0,94784,529.0,57,2,21.38,24,0.58,High School,Full-time,Married,Yes,No,Other,Yes,1
37,44263.0,105599,589.0,33,1,20.36,36,0.49,High School,Full-time,Married,No,Yes,Business,No,1
18,15794.0,58853,779.0,11,2,6.42,36,0.24,Bachelor's,Unemployed,Single,No,No,Auto,No,1
64,160000.0,57291,621.0,57,4,10.94,36,0.05,Master's,Self-employed,Married,No,No,Business,No,1
23,43537.0,88060,599.0,0,2,20.73,36,0.42,High School,Full-time,Single,No,Yes,Auto,No,1
36,16254.0,146921,649.0,54,3,14.28,12,0.95,Bachelor's,Full-time,Single,Yes,No,Education,Yes,1
35,46204.0,37799,737.0,29,4,18.03,36,0.15,High School,Full-time,Single,Yes,No,Other,Yes,1
23,35111.0,12317,638.0,9,3,5.44,36,0.05,High School,Full-time,Married,No,Yes,Auto,No,1
62,,114580,784.0,0,1,12.43,48,0.9,Bachelor's,Unemployed,Married,No,No,Business,Yes,1
50,105393.0,30080,581.0,22,2,13.24,48,0.05,High School,Self-employed,Divorced,Yes,No,Auto,No,1
40,15371.0,13617,571.0,16,2,4.09,24,0.05,Bachelor's,Full-time,Divorced,Yes,No,Other,Yes,1
40,45185.0,62210,700.0,59,4,9.15,36,0.13,High School,Part-time,Married,Yes,Yes,Auto,No,1
43,129263.0,56776,600.0,46,1,18.15,36,0.08,High School,Self-employed,Single,Yes,No,Education,No,1
30,24495.0,43575,700.0,26,1,5.74,48,0.1,Master's,Full-time,Single,No,Yes,Education,No,1
24,25264.0,122879,850.0,4,2,15.67,12,0.76,Master's,Full-time,Single,No,No,Education,No,1
32,15014.0,24065,552.0,38,2,3.65,60,0.06,Bachelor's,Self-employed,Married,No,No,Education,No,1
61,17402.0,5799,687.0,27,2,3.7,24,0.05,High School,Full-time,Married,Yes,No,Auto,No,0
44,16607.0,28446,738.0,0,2,17.28,36,0.3,Bachelor's,Part-time,Single,No,Yes,Business,No,1
43,75538.0,5585,604.0,43,1,23.84,24,0.05,High School,Full-time,Married,No,Yes,Auto,No,1
50,78433.0,52061,661.0,53,1,10.0,36,0.07,High School,Full-time,Single,Yes,No,Education,No,1
32,60401.0,33512,464.0,44,1,15.55,36,0.09,High School,Full-time,Divorced,No,No,Auto,No,1
53,30225.0,105902,659.0,5,2,15.62,36,0.55,Bachelor's,Part-time,Single,Yes,No,Other,No,1
62,75262.0,100846,575.0,20,2,5.86,24,0.08,High School,Full-time,Married,No,No,Education,No,1
44,42161.0,39217,576.0,22,2,22.69,12,0.21,Bachelor's,Part-time,Married,No,Yes,Home,No,1
22,27699.0,19637,642.0,81,2,13.61,36,0.1,High School,Full-time,Married,No,Yes,Home,No,0
19,35123.0,37935,621.0,77,2,10.6,48,0.11,Bachelor's,Full-time,Married,No,No,Education,No,1
50,17381.0,66519,554.0,1,1,4.96,36,0.19,High School,Part-time,Single,No,Yes,Business,No,1
33,116456.0,17658,792.0,120,2,14.37,36,0.05,High School,Part-time,Married,Yes,No,Auto,Yes,0
40,48784.0,93980,672.0,46,2,21.86,12,0.42,Bachelor's,Self-employed,Married,Yes,No,Education,Yes,1
55,,29078,693.0,14,2,13.23,36,0.06,Master's,Full-time,Divorced,No,Yes,Other,No,1
33,54508.0,166451,611.0,40,1,4.71,48,0.14,Master's,Full-time,Divorced,No,Yes,Education,Yes,1
31,53565.0,48030,654.0,14,4,8.11,24,0.07,Bachelor's,Unemployed,Married,No,No,Home,No,1
46,15609.0,117688,482.0,82,4,23.73,48,0.95,Bachelor's,Full-time,Married,No,No,Auto,No,1
43,41082.0,62409,566.0,14,3,10.83,36,0.16,Bachelor's,Self-employed,Single,Yes,No,Education,No,1
52,,53527,786.0,43,1,23.67,48,0.17,Master's,Full-time,Single,No,Yes,Business,No,1
32,16593.0,73766,712.0,5,3,14.01,24,0.62,Master's,Full-time,Single,No,Yes,Other,Yes,1
20,124456.0,105116,618.0,57,1,17.62,24,0.15,Bachelor's,Full-time,Divorced,No,Yes,Other,No,1
40,34317.0,67055,693.0,29,4,6.85,36,0.13,Bachelor's,Full-time,Married,Yes,Yes,Education,No,1
46,26982.0,100744,511.0,49,1,23.72,36,0.89,High School,Unemployed,Single,No,No,Other,Yes,1
51,41561.0,17677,625.0,16,2,2.19,60,0.05,High School,Part-time,Single,Yes,No,Business,No,1
50,71543.0,24503,660.0,12,2,20.85,60,0.07,High School,Self-employed,Married,No,No,Education,No,1
58,37536.0,20660,727.0,22,2,17.15,36,0.09,High School,Self-employed,Divorced,No,No,Home,No,1
58,51257.0,101059,591.0,14,1,16.5,24,0.33,Bachelor's,Unemployed,Married,No,Yes,Auto,No,1
40,39254.0,10403,663.0,21,3,8.94,36,0.05,Bachelor's,Part-time,Single,Yes,No,Auto,No,0
24,49919.0,100337,639.0,16,3,6.09,24,0.12,Bachelor's,Part-time,Married,No,No,Business,Yes,1
20,20198.0,34563,691.0,6,2,15.72,24,0.27,High School,Part-time,Divorced,No,Yes,Education,No,1
49,16380.0,9970,680.0,112,2,22.13,36,0.13,Bachelor's,Unemployed,Married,Yes,Yes,Other,No,1
48,20152.0,38143,656.0,0,3,7.51,60,0.14,Bachelor's,Self-employed,Married,No,No,Education,Yes,1
35,26782.0,26443,688.0,77,4,19.74,12,0.19,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,1
60,25225.0,58782,608.0,52,3,3.95,36,0.09,High School,Full-time,Single,No,No,Other,No,1
24,48423.0,43379,615.0,16,2,7.35,48,0.07,Bachelor's,Part-time,Married,No,Yes,Auto,Yes,1
58,36301.0,26124,526.0,11,1,3.21,48,0.05,Master's,Full-time,Married,Yes,Yes,Auto,Yes,1
18,16385.0,123945,719.0,5,4,10.41,36,0.79,High School,Part-time,Married,Yes,Yes,Home,No,1
31,16242.0,36335,648.0,4,4,17.32,48,0.39,High School,Full-time,Single,Yes,No,Other,No,1
69,18323.0,43170,568.0,24,2,12.91,48,0.3,High School,Part-time,Married,Yes,No,Education,No,1
49,30243.0,117493,592.0,3,2,13.83,48,0.54,High School,Full-time,Married,No,No,Home,Yes,1
23,15217.0,10596,800.0,19,2,14.65,24,0.1,Bachelor's,Full-time,Single,Yes,Yes,Education,No,1
56,38841.0,34647,637.0,50,1,6.91,48,0.06,High School,Part-time,Single,No,No,Education,No,1
27,30656.0,35935,695.0,42,1,9.34,24,0.11,High School,Full-time,Married,Yes,No,Home,No,1
24,43373.0,46089,616.0,4,2,12.01,48,0.13,Bachelor's,Full-time,Single,No,No,Home,No,1
43,59657.0,11731,562.0,97,1,14.62,36,0.05,Bachelor's,Full-time,Married,No,No,Other,No,0
51,25114.0,11499,663.0,10,1,20.64,48,0.09,Bachelor's,Unemployed,Married,No,Yes,Business,No,1
47,20981.0,37314,753.0,36,2,12.16,24,0.22,High School,Self-employed,Single,Yes,No,Education,Yes,1
53,26403.0,7015,785.0,10,1,18.92,36,0.05,Master's,Self-employed,Single,Yes,Yes,Business,Yes,0
38,15061.0,22661,775.0,28,2,4.59,12,0.07,Bachelor's,Self-employed,Single,No,Yes,Auto,No,1
34,19474.0,18476,715.0,25,2,4.86,12,0.05,Bachelor's,Self-employed,Single,Yes,Yes,Auto,No,1
50,63636.0,45328,708.0,5,2,8.34,36,0.06,High School,Full-time,Single,No,Yes,Education,No,1
27,23822.0,5673,582.0,31,2,9.0,24,0.05,High School,Full-time,Married,No,No,Business,Yes,0
68,160000.0,72571,666.0,11,2,15.78,48,0.07,High School,Self-employed,Married,Yes,Yes,Education,Yes,1
64,21430.0,121104,745.0,28,3,6.83,36,0.39,High School,Self-employed,Single,No,Yes,Education,No,1
59,69418.0,78602,782.0,23,2,5.11,60,0.06,Bachelor's,Full-time,Married,Yes,No,Home,Yes,0
68,57732.0,107250,654.0,55,1,16.21,60,0.3,Bachelor's,Unemployed,Divorced,No,No,Education,Yes,1
29,28608.0,66854,624.0,7,2,23.94,48,0.56,Bachelor's,Full-time,Married,No,Yes,Other,No,1
33,29055.0,47479,581.0,4,3,23.83,24,0.39,Master's,Part-time,Married,No,Yes,Auto,No,1
58,44017.0,19832,659.0,57,2,22.28,36,0.1,High School,Full-time,Married,Yes,No,Business,No,1
49,81957.0,24679,759.0,17,2,3.37,48,0.05,Bachelor's,Full-time,Single,No,No,Education,Yes,0
32,32082.0,27937,618.0,45,1,18.81,36,0.16,High School,Full-time,Single,Yes,No,Auto,No,1
44,17209.0,7325,716.0,96,4,10.45,36,0.05,Master's,Full-time,Single,No,No,Auto,No,0
45,31417.0,151572,759.0,23,2,20.09,24,0.95,High School,Full-time,Divorced,Yes,No,Business,No,1
34,23131.0,143337,626.0,10,4,3.06,60,0.19,High School,Full-time,Single,Yes,No,Education,No,1
63,113009.0,11842,645.0,47,1,20.41,24,0.05,Bachelor's,Unemployed,Married,No,Yes,Home,No,1
67,56822.0,53809,768.0,80,3,15.64,48,0.15,Bachelor's,Part-time,Married,No,No,Business,No,1
19,16825.0,42826,691.0,8,2,3.76,24,0.1,Master's,Self-employed,Married,Yes,No,Other,No,1
53,27134.0,74009,798.0,34,1,23.09,60,0.63,Bachelor's,Part-time,Single,No,Yes,Auto,No,1
67,16803.0,60431,665.0,45,2,21.19,36,0.76,Bachelor's,Full-time,Married,No,Yes,Other,No,1
24,77021.0,12965,759.0,0,3,17.16,48,0.05,Bachelor's,Self-employed,Divorced,No,Yes,Auto,Yes,0
30,97866.0,69742,563.0,26,4,10.12,24,0.07,High School,Full-time,Divorced,No,No,Education,No,1
32,19168.0,61323,727.0,30,3,13.21,48,0.42,High School,Full-time,Single,Yes,Yes,Business,No,1
42,35311.0,50457,627.0,30,3,2.6,36,0.05,Bachelor's,Self-employed,Divorced,No,No,Auto,Yes,1
40,109028.0,35890,551.0,2,1,16.78,36,0.06,Bachelor's,Part-time,Divorced,Yes,No,Business,No,1
39,20491.0,190960,621.0,0,2,23.02,12,0.95,High School,Full-time,Married,Yes,No,Auto,No,1
43,27081.0,118603,648.0,10,3,6.81,36,0.3,PhD,Part-time,Married,No,Yes,Other,No,1
50,27698.0,57780,709.0,13,1,10.97,36,0.23,Bachelor's,Self-employed,Married,Yes,Yes,Business,Yes,1
28,16068.0,5383,652.0,4,2,20.96,12,0.07,High School,Unemployed,Married,Yes,Yes,Other,No,1
27,16293.0,38951,499.0,21,2,3.46,24,0.08,High School,Unemployed,Married,No,No,Other,No,1
42,121862.0,77306,633.0,7,3,9.04,60,0.06,Bachelor's,Self-employed,Single,No,No,Other,Yes,1
54,44627.0,12485,660.0,12,2,22.71,60,0.06,High School,Self-employed,Divorced,Yes,Yes,Education,No,1
65,27817.0,36308,715.0,10,3,18.92,48,0.25,Bachelor's,Part-time,Single,No,No,Education,No,1
60,31656.0,17771,739.0,44,2,3.78,24,0.05,Bachelor's,Unemployed,Divorced,Yes,No,Home,No,0
55,58915.0,29762,599.0,62,4,12.22,36,0.06,High School,Full-time,Single,Yes,Yes,Education,No,1
58,30978.0,6621,598.0,10,2,13.28,24,0.05,Bachelor's,Full-time,Single,No,Yes,Other,No,1
62,24046.0,13130,592.0,14,1,18.29,24,0.1,High School,Full-time,Married,Yes,No,Auto,No,1
41,18759.0,41391,577.0,50,3,6.72,48,0.15,Bachelor's,Full-time,Single,No,No,Home,No,1
57,60688.0,142078,522.0,42,2,7.18,36,0.17,High School,Full-time,Single,No,Yes,Education,Yes,1
63,21969.0,45469,701.0,37,2,20.76,48,0.43,High School,Full-time,Married,Yes,Yes,Other,No,1
50,17526.0,41206,850.0,36,2,6.94,36,0.16,High School,Self-employed,Single,No,Yes,Auto,No,1
34,34487.0,97948,733.0,10,2,11.85,12,0.34,Bachelor's,Full-time,Single,No,Yes,Auto,No,1
41,16413.0,23704,742.0,82,3,17.29,24,0.25,Master's,Full-time,Divorced,Yes,No,Education,Yes,1
54,132332.0,10993,699.0,49,2,13.55,12,0.05,Bachelor's,Unemployed,Married,No,No,Auto,Yes,0
19,49543.0,19110,545.0,7,2,22.14,24,0.09,High School,Self-employed,Divorced,No,No,Auto,No,1
49,20799.0,99011,633.0,32,3,13.25,36,0.63,High School,Full-time,Divorced,Yes,No,Auto,No,1
41,21625.0,72815,719.0,5,1,6.57,24,0.22,PhD,Self-employed,Married,No,Yes,Auto,No,1
26,44524.0,10759,551.0,25,2,20.3,36,0.05,Master's,Full-time,Divorced,Yes,No,Auto,No,1
21,30432.0,70993,619.0,10,1,19.13,24,0.45,Bachelor's,Full-time,Married,No,No,Education,No,1
34,67094.0,165900,548.0,3,2,6.45,36,0.16,Bachelor's,Full-time,Married,Yes,No,Other,No,1
34,42623.0,7759,617.0,27,2,18.97,36,0.05,High School,Full-time,Single,No,No,Auto,No,1
67,34879.0,62492,828.0,64,2,9.09,36,0.16,Master's,Full-time,Married,No,No,Business,No,1
65,130370.0,33601,797.0,4,2,14.44,36,0.05,Bachelor's,Part-time,Married,Yes,Yes,Business,No,0
47,32342.0,46712,673.0,68,2,23.36,48,0.34,Bachelor's,Full-time,Single,Yes,No,Other,No,1
57,32914.0,50069,792.0,4,2,2.97,48,0.05,Bachelor's,Full-time,Married,No,No,Other,No,1
28,53357.0,93454,717.0,40,3,5.76,36,0.1,Bachelor's,Full-time,Married,No,No,Auto,Yes,1
38,73029.0,53852,638.0,120,2,15.33,36,0.11,High School,Full-time,Single,No,No,Education,No,0
38,49442.0,58949,555.0,2,1,3.1,24,0.05,Bachelor's,Full-time,Single,No,No,Business,No,1
35,56977.0,29289,630.0,7,3,4.42,36,0.05,High School,Self-employed,Single,No,No,Auto,No,1
46,31334.0,13076,635.0,18,1,15.49,36,0.06,PhD,Part-time,Divorced,No,No,Education,Yes,1
41,37853.0,73880,626.0,40,2,20.51,12,0.4,High School,Full-time,Divorced,Yes,Yes,Business,No,1
27,22680.0,5028,650.0,68,1,14.01,12,0.05,High School,Part-time,Single,No,Yes,Other,No,0
62,54907.0,28913,571.0,39,1,6.11,24,0.05,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,No,0
34,23761.0,19757,550.0,44,2,4.89,48,0.05,Bachelor's,Full-time,Married,Yes,No,Business,Yes,1
35,15044.0,34513,544.0,18,4,20.05,48,0.46,Bachelor's,Full-time,Married,Yes,No,Auto,Yes,1
59,110007.0,27374,697.0,13,2,21.86,12,0.05,Bachelor's,Part-time,Single,No,Yes,Education,Yes,1
65,27785.0,78087,578.0,21,2,18.6,48,0.52,High School,Full-time,Single,Yes,No,Education,Yes,1
37,22662.0,23083,677.0,31,2,6.83,36,0.07,High School,Full-time,Single,No,No,Home,No,1
54,25926.0,54361,664.0,20,1,9.74,36,0.2,Bachelor's,Full-time,Single,No,No,Education,No,1
62,29040.0,41503,689.0,46,4,11.48,36,0.16,High School,Self-employed,Single,No,No,Home,No,1
35,37522.0,101884,630.0,5,2,4.73,60,0.13,Bachelor's,Self-employed,Single,No,Yes,Home,No,1
34,17515.0,38526,567.0,15,1,7.58,36,0.17,Bachelor's,Full-time,Married,No,No,Auto,No,1
26,16893.0,124651,807.0,2,2,17.99,24,0.95,Bachelor's,Self-employed,Divorced,No,Yes,Education,Yes,1
31,27130.0,5008,600.0,33,1,19.21,36,0.05,Master's,Self-employed,Single,Yes,No,Auto,Yes,1
66,27272.0,60707,824.0,42,3,6.01,60,0.13,High School,Self-employed,Single,Yes,No,Education,No,1
46,19380.0,5591,546.0,33,2,9.19,24,0.05,Bachelor's,Full-time,Single,Yes,Yes,Education,Yes,1
48,33159.0,80092,573.0,93,2,12.88,36,0.31,Master's,Unemployed,Married,Yes,No,Other,Yes,1
21,26694.0,21066,507.0,80,3,5.85,36,0.05,High School,Full-time,Single,No,No,Business,No,1
35,15924.0,33680,667.0,9,1,20.99,36,0.44,Bachelor's,Part-time,Single,Yes,Yes,Home,No,1
37,90918.0,33724,715.0,8,2,8.66,48,0.05,Bachelor's,Full-time,Married,No,No,Education,No,0
64,91010.0,117412,534.0,0,2,7.45,24,0.1,Bachelor's,Full-time,Single,No,Yes,Auto,No,1
60,23214.0,11461,662.0,20,2,21.66,12,0.11,Bachelor's,Full-time,Married,No,Yes,Education,Yes,1
61,21222.0,70958,625.0,59,2,16.82,36,0.56,Bachelor's,Full-time,Married,Yes,Yes,Business,No,1
26,42737.0,243615,483.0,5,2,13.27,48,0.76,High School,Part-time,Divorced,No,Yes,Business,Yes,1
30,49870.0,6358,651.0,26,2,4.36,48,0.05,Bachelor's,Part-time,Married,No,No,Other,No,0
32,125573.0,207697,738.0,38,2,5.2,60,0.09,Master's,Full-time,Married,Yes,Yes,Auto,No,1
44,31581.0,6114,784.0,13,2,6.92,36,0.05,Bachelor's,Unemployed,Divorced,No,No,Business,Yes,0
32,48700.0,115387,518.0,36,1,6.81,36,0.16,High School,Full-time,Married,No,Yes,Home,Yes,1
45,88682.0,200028,746.0,54,1,21.51,36,0.49,PhD,Full-time,Married,No,No,Business,No,1
54,35921.0,302945,728.0,0,1,22.72,36,0.95,High School,Full-time,Married,Yes,No,Other,No,1
36,19567.0,41873,628.0,39,1,11.17,24,0.24,PhD,Part-time,Married,Yes,No,Home,No,1
43,31587.0,126025,513.0,27,2,6.41,24,0.26,Bachelor's,Unemployed,Married,Yes,No,Auto,No,1
69,20139.0,12829,688.0,55,1,8.02,36,0.05,Bachelor's,Full-time,Single,Yes,No,Auto,Yes,0
43,15587.0,38243,515.0,4,2,2.52,60,0.06,Bachelor's,Unemployed,Married,No,No,Business,No,1
42,63738.0,27087,686.0,49,2,6.73,60,0.05,High School,Full-time,Single,Yes,No,Education,No,0
43,24532.0,35169,609.0,4,2,2.34,12,0.05,Bachelor's,Self-employed,Married,Yes,No,Business,No,1
43,15070.0,77635,587.0,26,1,23.16,36,0.95,Bachelor's,Full-time,Divorced,No,Yes,Education,No,1
63,87068.0,10492,684.0,9,1,15.72,36,0.05,High School,Full-time,Married,No,Yes,Education,No,0
45,35531.0,383008,850.0,8,2,16.83,36,0.95,Bachelor's,Unemployed,Married,Yes,No,Education,No,1
66,24552.0,65482,783.0,20,1,3.81,36,0.1,Bachelor's,Full-time,Divorced,No,No,Auto,No,1
35,25670.0,129059,659.0,42,2,12.14,12,0.61,High School,Full-time,Divorced,No,Yes,Education,No,1
49,24630.0,111210,684.0,31,1,11.5,36,0.52,High School,Self-employed,Married,No,Yes,Other,No,1
20,22572.0,92145,650.0,120,2,20.41,12,0.83,High School,Full-time,Single,No,No,Auto,No,1
19,79409.0,7400,635.0,3,3,19.15,60,0.05,High School,Full-time,Single,No,No,Other,No,1
50,21535.0,48598,796.0,38,2,11.14,12,0.25,Bachelor's,Unemployed,Married,Yes,No,Home,No,1
59,43882.0,28863,,1,1,18.01,48,0.12,Master's,Part-time,Married,No,No,Auto,No,1
36,17816.0,12190,704.0,13,4,3.91,24,0.05,Bachelor's,Full-time,Married,Yes,No,Business,No,0
34,119517.0,30203,694.0,12,2,7.58,36,0.05,Master's,Part-time,Married,No,No,Education,Yes,0
61,47361.0,67104,654.0,8,1,5.74,36,0.08,Bachelor's,Full-time,Married,No,No,Home,Yes,1
50,96711.0,20730,571.0,22,2,17.96,36,0.05,High School,Part-time,Single,Yes,No,Education,Yes,1
29,32755.0,40283,586.0,8,1,21.43,36,0.26,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,No,1
66,73249.0,36100,686.0,13,1,15.61,60,0.08,Bachelor's,Full-time,Married,Yes,No,Auto,Yes,1
20,82262.0,8233,710.0,58,2,16.63,48,0.05,Bachelor's,Self-employed,Married,No,No,Auto,No,0
60,57484.0,64344,557.0,11,2,15.0,48,0.17,High School,Full-time,Single,No,Yes,Auto,No,1
66,18414.0,62873,601.0,120,3,14.99,48,0.51,High School,Full-time,Married,Yes,No,Auto,No,1
43,15567.0,208619,613.0,9,4,6.66,60,0.89,Bachelor's,Self-employed,Married,Yes,Yes,Auto,Yes,1
52,21460.0,26229,580.0,69,1,2.4,48,0.05,Master's,Full-time,Married,No,Yes,Auto,No,1
25,19398.0,37575,,16,2,6.23,48,0.12,Bachelor's,Self-employed,Married,Yes,Yes,Education,No,1
69,60201.0,36014,548.0,71,2,9.02,12,0.05,Master's,Part-time,Single,Yes,No,Auto,Yes,1
53,43497.0,156351,656.0,16,2,10.81,36,0.39,Bachelor's,Part-time,Married,No,Yes,Education,Yes,1
24,41125.0,36520,708.0,44,3,17.87,12,0.16,Bachelor's,Self-employed,Single,No,No,Auto,Yes,1
63,25202.0,40086,601.0,15,3,2.34,12,0.05,Bachelor's,Self-employed,Married,Yes,Yes,Other,Yes,1
63,20878.0,22448,698.0,29,2,14.75,12,0.16,Bachelor's,Full-time,Married,No,Yes,Education,Yes,1
53,23097.0,5070,667.0,1,3,8.48,60,0.05,High School,Full-time,Single,No,Yes,Education,No,1
33,32895.0,12022,719.0,27,1,5.96,24,0.05,PhD,Full-time,Married,Yes,Yes,Other,No,0
